id,char,codepoint,pinyins_tone3,pinyins_display,script_type,gloss_en
326,㕅,U+3545,jia2,jiá,neutral,big; extremely; great; vast; extensive; tall
327,㕆,U+3546,hu4,hù,neutral,fine stone; fine jade
328,㕇,U+3547,la1,lā,neutral,"rocks collapsing (descriptive of sound), big pieces of rocks"
329,㕈,U+3548,yi3,yǐ,neutral,"(interchangeable 庡) to linger; to walk to and from, to conceal; to cover up; to secrete; to hide; to cover over"
330,㕉,U+3549,ke4,kè,neutral,to dig a hole; to tuck in; to put the finger into
331,㕊,U+354A,fu1,fū,neutral,"to slant; intricate; describe a writer's pen, lofty rocks; protruded rocks; resolute"
332,㕋,U+354B,qin2,qín,neutral,rock land
333,㕌,U+354C,ai4,ài,neutral,"to raise the curtain, a kind of rock"
334,㕍,U+354D,㕍,㕍,neutral,"(same as 堆) to heap up; to pile, a heap; a pile; a mass; a crowd"
335,㕎,U+354E,ke4,kè,neutral,"caves; grottos on the mountain side, collapsed in ruins; destroyed; to clash; to bump against"
336,㕏,U+354F,chu2,chú,neutral,"(corrupted form of 廚) a kitchen, a sideboard with cupboard and drawers"
337,㕐,U+3550,xie3|xie4,xiě|xiè,neutral,"inclined; slanting, to upset; to be overthrown, to collapse, to fall flat"
338,㕑,U+3551,chu2,chú,neutral,"(non-classical form of 厨) a kitchen, a sideboard with cupboard and drawers"
339,㕒,U+3552,wei1,wēi,traditional,a lofty peak; a mountain peak
340,㕓,U+3553,㕓,㕓,neutral,
341,㕔,U+3554,㕔,㕔,neutral,(non-classical form of 廳) a hall; a court; a lodge; a room
342,㕕,U+3555,huan4,huàn,neutral,(ancient form of 幻) deception; sleight of hand; magic
343,㕖,U+3556,su4,sù,neutral,"(ancient form of 素) plain; unornamented, white, ordinary, simple"
344,㕗,U+3557,you4,yòu,neutral,(same as 誘) to induce; to entice; to mislead; to lead on
345,㕘,U+3558,㕘,㕘,neutral,"to take part in; to visit; to counsel, one of the 28 lunar mansions; ginseng"
346,㕙,U+3559,jun4,jùn,neutral,a wily rabbit; a cunning hare
347,㕚,U+355A,zhao3,zhǎo,neutral,"(ancient form of 爪) claws of birds or animals, feet, to scratch, to claw, to grasp"
348,㕛,U+355B,xu4,xù,neutral,"(ancient form of 友) a friend; a companion; an associate, friendly, to make friends of, brotherly regard"
349,㕜,U+355C,shi3,shǐ,neutral,(ancient form of 史) history; chronicles; annals
350,㕝,U+355D,㕝,㕝,neutral,
351,㕞,U+355E,shua1,shuā,neutral,"(same as 刷) a brush, to brush; to clean; to scrub, to print, especially from blocks"
352,㕟,U+355F,kui4|kuai4,kuì|kuài,neutral,"(same as 喟) to sign; to lament, to stop, to cut off; to sever; to interrupt"
353,㕠,U+3560,shuang1,shuāng,neutral,"(same as 雙) a pair; a couple, both, two, double, even"
354,㕡,U+3561,he2,hé,neutral,"(same as 壑) the bed of a torrent; a gully, a pool"
355,㕢,U+3562,gai4|hai4,gài|hài,traditional,"profound significance, just now; then; in that case"
356,㕣,U+3563,yan3,yǎn,neutral,"a marsh at the foot of the hills, (interchangeable 湢 沇) name of a river"
357,㕤,U+3564,qiu2,qiú,neutral,"a proud temper, military equipment; a long spear"
358,㕥,U+3565,shen1,shēn,neutral,"by means of; thereby, therefore; in order to"
359,㕦,U+3566,hua4,huà,neutral,"loud; clamour; hubbub, big mouth, to brag"
360,㕧,U+3567,xi1,xī,neutral,used to represent sound; to hum; to groan
361,㕨,U+3568,fan4,fàn,neutral,
362,㕩,U+3569,pang4,pàng,neutral,"(non-classical form) sound of tapping; sound of striking, opposing voices"
363,㕪,U+356A,dan3,dǎn,neutral,"birds' chirps; gabbling, sound in high pitch; to roar; aloud"
364,㕫,U+356B,fang3|feng1,fǎng|fēng,neutral,"(same as 仿 方) to imitate, like; resembling; according to, a measurement for sound effect"
365,㕬,U+356C,gong1|song4,gōng|sòng,neutral,"public opinion, (same as 訟) to go to law, to dispute, to demand justice; (Cant.) classifier for ears of corn"
366,㕭,U+356D,ao1|ao4,āo|ào,neutral,"(same as 咬) to bark as a dog, obscene expressions, an interjection; implying surprise"
367,㕮,U+356E,fu3,fǔ,neutral,"to chew; to masticate, to dwell on, Chinese medicine term"
368,㕯,U+356F,ne4,nè,neutral,"slow-tongued; to stammer, to shout in triumph; the noise of shouting in battle"
369,㕰,U+3570,xue4|ma,xuè|ma,neutral,"sound angrily; roaring with rage, (same as 嘛) (a dialect) what; the tone implying to remind"
370,㕱,U+3571,you2,yóu,neutral,to bark (said of a dog)
371,㕲,U+3572,hua2|ying2,huá|yíng,neutral,"to gag or bribe; to satisfy one's appetite; name of an old book; (Cant.) to guess, reckon mentally; to bud"
372,㕳,U+3573,㕳,㕳,neutral,(of a crowd) noisy; to brawl; to scold
373,㕴,U+3574,chen2,chén,neutral,
374,㕵,U+3575,guo2,guó,neutral,
375,㕶,U+3576,n3|ng3,ň|ňg,neutral,"(Cant.) an expletive, exclamation"
376,㕷,U+3577,hua4|pa1,huà|pā,neutral,"(corrupted form 咟) to call, to yell, anxious, dazed, image sound, an exclamation expressing sound (such as clap hands; to fire a gun; to strike; sound of firecracker etc.)"
377,㕸,U+3578,li4,lì,neutral,sound of rolling a boat
378,㕹,U+3579,fa2,fá,neutral,a buckler; a shield
379,㕺,U+357A,xiao1,xiāo,neutral,"(corrupted form of 囂) looks big outside but empty inside, to yell; voice of anger, hubbub; clamour"
380,㕻,U+357B,pou3,pǒu,neutral,"to refuse, to repel"
381,㕼,U+357C,㕼,㕼,neutral,"to brawl; to scold, noise from a crowd; hubbub; noisy; loud noise"
382,㕽,U+357D,si4,sì,neutral,a phonetic
383,㕾,U+357E,㕾,㕾,neutral,
384,㕿,U+357F,㕿,㕿,neutral,
385,㖀,U+3580,le4,lè,neutral,sound
386,㖁,U+3581,lin4,lìn,neutral,"(non-classical form of 吝) stingy, sparing of; closefisted, to regret, to shame; to insult"
387,㖂,U+3582,yi4,yì,neutral,"(same as 詍) loquacity; to talk incessantly and tediously, to laugh, joy"
388,㖃,U+3583,hou3|hou4,hǒu|hòu,neutral,"(interchangeable 吼) to roar of animals, angry tones, (interchangeable 詬) a sense of shame; to shame, to vomit"
389,㖄,U+3584,㖄,㖄,neutral,"sound of calling chickens, to curse; to swear"
390,㖅,U+3585,xu4,xù,neutral,"sound of a whistle, to blow"
391,㖆,U+3586,qu2,qú,neutral,"to condemn; to sentence, to hold a hearing (on a legal case); to interrogate or question a prisoner, to whisper"
392,㖇,U+3587,er2,ér,neutral,the lips; (Cant.) to sip
393,㖈,U+3588,㖈,㖈,neutral,
394,㖉,U+3589,㖉,㖉,neutral,
395,㖊,U+358A,xun2,xún,simplified,fathom
396,㖋,U+358B,㖋,㖋,neutral,
397,㖌,U+358C,㖌,㖌,neutral,
398,㖍,U+358D,㖍,㖍,neutral,
399,㖎,U+358E,㖎,㖎,neutral,
400,㖏,U+358F,nie4,niè,neutral,"angry, to scold with loud voice, to slander; to defame"
401,㖐,U+3590,wei3,wěi,neutral,sound of calling ducks
402,㖑,U+3591,xie4,xiè,neutral,"to shout at, (same as 欸) to backbite, to dislike, sound of oars; the creaking or swishing sound of oars or sweeps in rowing"
403,㖒,U+3592,ti2,tí,neutral,"(non-classical form of 啼) to cry; to mourn; to howl, to twitter; to crow, to sneeze; a running at the nose"
404,㖓,U+3593,hong2,hóng,neutral,"(corrupted form) to shout; to scold with loud voice, din; noise; a confused noise"
405,㖔,U+3594,tun3,tǔn,neutral,"silly, foolish; doting; idiotic"
406,㖕,U+3595,nie4|xin1,niè|xīn,neutral,"to spit out; to blame, name of an organic compounds"
407,㖖,U+3596,nie4,niè,neutral,"(standard form) to spit out; to blame, name of an organic compounds"
408,㖗,U+3597,yin2,yín,neutral,(corrupted form) high ridges of cliffs
409,㖘,U+3598,zhen1,zhēn,neutral,"(same as 唇) to startle, to alarm; afraid; scared, to be surprised; to be amazed"
410,㖙,U+3599,㖙,㖙,neutral,
411,㖚,U+359A,㖚,㖚,neutral,
412,㖛,U+359B,㖛,㖛,neutral,
413,㖜,U+359C,㖜,㖜,neutral,
414,㖝,U+359D,㖝,㖝,neutral,
415,㖞,U+359E,wai1,wāi,simplified,(simplified form of 喎) a wry mouth
416,㖟,U+359F,shou4,shòu,neutral,"to deliver over to personally, to communicate orally with one's own mouth"
417,㖠,U+35A0,nuo4,nuò,neutral,"(same as 那 哪) an auxiliary (in grammar), that, there, a final particle."
418,㖡,U+35A1,ye4,yè,neutral,the birds singing during the night; (Cant.) interjection to indicate the speaker is thinking
419,㖢,U+35A2,qi2,qí,neutral,(same as 飺) to reject food
420,㖣,U+35A3,tou4,tòu,neutral,(same as 咅) to spit out; (Cant.) the sound of spitting
421,㖤,U+35A4,han2,hán,neutral,wrath; anger
422,㖥,U+35A5,jun4,jùn,neutral,to spit; to vomit; (Cant.) to gnaw (on bones)
423,㖦,U+35A6,dong3,dǒng,traditional,loquacity
424,㖧,U+35A7,hun1|wen3,hūn|wěn,neutral,"can not see clear, (ancient form of 吻) lips"
425,㖨,U+35A8,lu4,lù,neutral,"Indistinct nasal utterance, laugh, sound of birds"
426,㖩,U+35A9,ju1|sou3,jū|sǒu,neutral,"not pure, immodest, to urge, (same as 嗾) to set a dog on"
427,㖪,U+35AA,huo4|guo2|xu4,huò|guó|xù,neutral,"sound of surprising, to laugh loudly, to flow off, loquacious, sound; voice; tone"
428,㖫,U+35AB,ling2,líng,neutral,(sound transcription) used in names for minority ethnic group in ancient China
429,㖬,U+35AC,㖬,㖬,neutral,
430,㖭,U+35AD,tian3,tiǎn,neutral,(same as 舔) to lick; to taste; (Cant.) even; in addition
431,㖮,U+35AE,lun2,lún,traditional,an interjection used in poems and songs
432,㖯,U+35AF,㖯,㖯,neutral,
433,㖰,U+35B0,㖰,㖰,neutral,
434,㖱,U+35B1,㖱,㖱,neutral,
435,㖲,U+35B2,㖲,㖲,neutral,
436,㖳,U+35B3,㖳,㖳,neutral,
437,㖴,U+35B4,㖴,㖴,neutral,
438,㖵,U+35B5,ge2,gé,neutral,
439,㖶,U+35B6,yan1|ye4|yin1,yān|yè|yīn,neutral,"(same as 捗) to swallow; to gulp, to be choked with food, (same as 諲) respectful; venerable"
440,㖷,U+35B7,shi2|ti2,shí|tí,neutral,"bird singing, (same as 啼) to cry; to mourn; to howl, to twitter; to crow"
441,㖸,U+35B8,xue2|nia1,xué|niā,neutral,"(same as 噱) to laugh heartily; to roar with laughter, (in Shanghai dialect) a promotional gimmick, tone (of one's speech)"
442,㖹,U+35B9,pen1|fen4,pēn|fèn,neutral,"(non-classical form of噴) to spurt; to blow out; to puff out, to snort, sound of flowing water"
443,㖺,U+35BA,chun3,chǔn,neutral,to blow; to breath; to puff
444,㖻,U+35BB,niu2|rou4,niú|ròu,neutral,"whisper, bad language"
445,㖼,U+35BC,duo3,duǒ,neutral,"(same as 謀) to scheme; to plot; to devise, a device"
446,㖽,U+35BD,ze2,zé,neutral,(corrupted form of 嘖) to call out; to make an uproar
447,㖾,U+35BE,e4,è,neutral,"(same as 咢) to beat a drum; to startle, to argue; to debate; to dispute, (interchangeable 愕) to be surprised; to be amazed; to marvel, (interchangeable 鍔) the blade or edge of a sword, beams of a house"
448,㖿,U+35BF,xie2|ye2,xié|yé,neutral,"a sound; a voice; a tone, an interjection; to hesitate; to harbour doubts"
449,㗀,U+35C0,you1,yōu,neutral,"(same as 呦 嚘) the bleating of the deer, sound of insects"
450,㗁,U+35C1,e4,è,neutral,"(same as 齶) the roof of the mouth, the palate"
451,㗂,U+35C2,sheng3,shěng,neutral,"to keep the mouth shut; to be careful how one speak, (non-classical form of 省) to examine; to watch; (Cant.) to scour"
452,㗃,U+35C3,wen3|hun1,wěn|hūn,neutral,"(same as 吻) the lip, the tone of one's speech, to kiss; a kiss"
453,㗄,U+35C4,ku1,kū,neutral,(non-classical form of 謾) to deceive; to insult
454,㗅,U+35C5,hu2,hú,neutral,"(same as 胡) angry, the throat, what? how? why? which?"
455,㗆,U+35C6,ge2,gé,neutral,"sound of the ringed pheasant, cackling of fowls, (same as 嗝) to gag, to vomit, (a dialect) an auxiliary verb (almost same as 的)"
456,㗇,U+35C7,xia2|ya,xiá|ya,neutral,"to swallow; to gulp, an auxiliary; usually at the end of a sentence to beg or request for something"
457,㗈,U+35C8,man4,màn,neutral,"(same as 曼) long; extended, large"
458,㗉,U+35C9,lve4|e4,lüè|è,neutral,"incisive, (the large seal type 籀) to brand criminals on the face, to rob; to plunder, an edge, a two-edged weapon; a sword"
459,㗊,U+35CA,ji2|lei2,jí|léi,neutral,"public opinion; clamour; noise, (ancient form of 雷); thunder, an organic compound (porphin); (porphyrins)"
460,㗋,U+35CB,hou2,hóu,neutral,(standard form of 喉) the throat; the gullet; guttural
461,㗌,U+35CC,zhi4,zhì,neutral,"(non-classical form) to scold with loud voice, to talk out of control; loquacious"
462,㗍,U+35CD,㗍,㗍,neutral,"(non-classical form) to gnaw; to bite; to masticate, sound of biting"
463,㗎,U+35CE,㗎,㗎,neutral,(Cant.) final particle indicating emphasis or surprise; phonetic
464,㗏,U+35CF,wai1,wāi,neutral,
465,㗐,U+35D0,㗐,㗐,neutral,
466,㗑,U+35D1,bai,bai,neutral,a grammatical particle indicating an assertion
467,㗒,U+35D2,ai4,ài,neutral,(in grammar) interjection; to express sadness; sorrow and emotional excitement
468,㗓,U+35D3,zhui1,zhuī,neutral,mouthful
469,㗔,U+35D4,qian1,qiān,neutral,(a dialect) joy; happiness
470,㗕,U+35D5,gou4|gou1,gòu|gōu,neutral,"(same as 雊) the crowing of a pheasant, loud and noise"
471,㗖,U+35D6,dan4,dàn,neutral,"(non-classical form of 啗) to eat; to chew; to bite. to entice; to lure, to contain; to, comprise"
472,㗗,U+35D7,bei1,bēi,neutral,"to separate; to part, to split; to crack, to rend; to rip open"
473,㗘,U+35D8,bo2,bó,neutral,to bite the hard and solid food
474,㗙,U+35D9,chu1|na4|zhou1,chū|nà|zhōu,traditional,"to shout or bawl, talking manner of a mean person, (same as 謅) to jest; to joke; to quip"
475,㗚,U+35DA,li4,lì,neutral,vexingly verbose or wordy; prosy; complicated; annoying
476,㗛,U+35DB,xiao4,xiào,neutral,"(same as 笑) to laugh; to smile, to laugh at; to ridicule"
477,㗜,U+35DC,xiu4,xiù,neutral,"(same as 嗅) to smell, to scent"
478,㗝,U+35DD,㗝,㗝,neutral,
479,㗞,U+35DE,㗞,㗞,neutral,
480,㗟,U+35DF,㗟,㗟,neutral,
481,㗠,U+35E0,㗠,㗠,neutral,
482,㗡,U+35E1,㗡,㗡,neutral,
483,㗢,U+35E2,hong2|dong4|hong4,hóng|dòng|hòng,traditional,"loquacious, the sound of singing, to sing in a loud voice, loud"
484,㗣,U+35E3,ti4,tì,traditional,(same as 嚏) to sneeze; a running at the nose
485,㗤,U+35E4,cu4,cù,neutral,"ashamed, restless; fidgeting; (a dialect) bashful, grievous; mournful; sad"
486,㗥,U+35E5,kuo4|guo1,kuò|guō,neutral,"sound of striking, slow expiration of the breath, a deep sign"
487,㗦,U+35E6,lao2,láo,neutral,a loud and confused noise
488,㗧,U+35E7,zhi4|die2,zhì|dié,neutral,"to scold with loud voice, to talk out of control; loquacious"
489,㗨,U+35E8,xie1|ai3,xiē|ǎi,neutral,"to laugh; to smile, to laugh at; to ridicule, sound of laughter"
490,㗩,U+35E9,xi1,xī,neutral,sound made when cold (brrr); to endure cold
491,㗪,U+35EA,㗪,㗪,neutral,(corrupted form) mouthful
492,㗫,U+35EB,qie4,qiè,neutral,to whisper; to talk in a soft and low voice
493,㗬,U+35EC,zha1,zhā,neutral,"thick lips, to talk slowly"
494,㗭,U+35ED,xi1,xī,neutral,a sound; an echo
495,㗮,U+35EE,㗮,㗮,neutral,
496,㗯,U+35EF,㗯,㗯,neutral,
497,㗰,U+35F0,cong2,cóng,traditional,"used in transliteration; the traditional drama of Vietnam; (Cant.) all, entire, completely"
498,㗱,U+35F1,ji2,jí,neutral,"to suck; to chew, to smear the mouth with the blood of a victim when taking an oath"
499,㗲,U+35F2,huo4,huò,traditional,to call; to summon; (Cant.) eloquent
500,㗳,U+35F3,ta3|da1,tǎ|dā,neutral,"forgetful; having a bad memory, disgraced; shy; sensitive to shame; ashamed; (Cant.) to lower one's head"
501,㗴,U+35F4,yan2,yán,neutral,"dogs fighting, to go to law; an indictment"
502,㗵,U+35F5,xu4,xù,neutral,"breath, air, steam, not clear; not quite sure"
503,㗶,U+35F6,po1,pō,traditional,to expel the breath
504,㗷,U+35F7,sai3,sǎi,neutral,"(simplified form) to eat; to bite; to gnaw, a dialect, usually used at the end of a sentence"
505,㗸,U+35F8,㗸,㗸,neutral,
506,㗹,U+35F9,㗹,㗹,neutral,
507,㗺,U+35FA,㗺,㗺,neutral,
508,㗻,U+35FB,guo1,guō,traditional,"baby's answering, (baby talk) eat; (Cant.) a particle implying doubt; slow, troublesome"
509,㗼,U+35FC,ye4,yè,traditional,"eating or talking, moving of the mouth"
510,㗽,U+35FD,xiang3,xiǎng,neutral,"(standard form 響) an echo; to answer; to consent, noise; sound, to make a noise"
511,㗾,U+35FE,xue1,xuē,neutral,"to give vent to the feelings; (Cant.) to hiss, boo, jeer"
512,㗿,U+35FF,he2|xia4|xia1,hé|xià|xiā,traditional,"to laugh loudly, to blame; to reprimand, entrance to a cave or to a gorge"
513,㘀,U+3600,zuo4,zuò,neutral,"to sound, a sound, the cry of a bird or animal"
514,㘁,U+3601,yi4,yì,neutral,"to call; to scream; to whistle, name of a stream"
515,㘂,U+3602,ci2,cí,neutral,ashamed; bashful
516,㘃,U+3603,㘃,㘃,neutral,
517,㘄,U+3604,leng1,lēng,neutral,
518,㘅,U+3605,xian2,xián,neutral,(same as 銜 啣) to hold in the mouth
519,㘆,U+3606,tai3,tǎi,neutral,"to laugh at; to deride; to jeer at, to snore"
520,㘇,U+3607,rong2,róng,neutral,
521,㘈,U+3608,yi4|ni3,yì|nǐ,neutral,"able to take a correct view of things; to response correctly (said of small children), sound; echo"
522,㘉,U+3609,zhi4,zhì,neutral,"to make sound; to speak; (Cant.) to tickle, squeeze"
523,㘊,U+360A,xi1|yi4,xī|yì,neutral,the abrupt and hasty sound of the crowd
524,㘋,U+360B,xian2,xián,neutral,"sound; echo, difficult; troublesome"
525,㘌,U+360C,ju4,jù,neutral,"(non-classical form of 噱) to laugh without stopping, loud laughter"
526,㘍,U+360D,ji2,jí,neutral,sound of rat; sound of insects
527,㘎,U+360E,han3,hǎn,simplified,(simplified form) the roars of a tiger
528,㘏,U+360F,㘏,㘏,neutral,
529,㘐,U+3610,pao4,pào,neutral,loud; to roar
530,㘑,U+3611,li4,lì,neutral,"to curse, to swear and oath, incantations"
531,㘒,U+3612,㘒,㘒,neutral,
532,㘓,U+3613,lan2,lán,traditional,"prolix speech, (same as 讕) to make a false charge; to lay a false accusation"
533,㘔,U+3614,sai3,sǎi,traditional,"eat, to bite, to gnaw, (a dialect) usually at the end of a sentence; tone (of one's speech)"
534,㘕,U+3615,han3|lan2,hǎn|lán,neutral,"(non-classical form of 喊) (standard form of 婪) to call; to halloo, covetous; avaricious"
535,㘖,U+3616,yan2,yán,traditional,to make a disturbance; to quarrel; to wrangle
536,㘗,U+3617,qu1,qū,neutral,whisper; to whistle
537,㘘,U+3618,㘘,㘘,neutral,
538,㘙,U+3619,yan2,yán,traditional,to groan; to moan
539,㘚,U+361A,han3,hǎn,traditional,angry appearance; to look furious; the roaring of a tiger
540,㘛,U+361B,kan1,kān,neutral,"(non-classical form of 嵌) a deep valley, piece of music in minority group"
541,㘜,U+361C,chi3,chǐ,neutral,"(non-classical form of 雔) a kind of silkworm, pair of birds; couple; companion; to match, corresponding, proper"
542,㘝,U+361D,nie4,niè,neutral,"to take in; to absorb, (non-classical form of 罱) a kind of spring fishing net; a kind of small net with a handle used to catch fishes or birds"
543,㘞,U+361E,huo4,huò,neutral,sound of yelling while towing a boat; (Sanskrit) to call out
544,㘟,U+361F,㘟,㘟,neutral,
545,㘠,U+3620,bi4,bì,neutral,to close; to stop up; to obstruct
546,㘡,U+3621,xia2,xiá,neutral,(same as 柙) a pen for wild beasts; a cage for prisoners
547,㘢,U+3622,weng3,wěng,neutral,a round cave; a round hole
548,㘣,U+3623,xuan2|yuan2,xuán|yuán,neutral,"compasses, (same as 圓) round; circular"
549,㘤,U+3624,wan1,wān,traditional,circle of the moving water
550,㘥,U+3625,you2,yóu,neutral,"to inveigle; to decoy, a decoy-bird; a go-between; a medium"
551,㘦,U+3626,qin2,qín,neutral,"wall made of soil, used in name of places"
552,㘧,U+3627,xu4,xù,neutral,"(same as 序) precedence, order, orderly, the east and west walls of the parlor"
553,㘨,U+3628,nie4,niè,neutral,"deep; profound, empty; hollow, quite; peaceful"
